Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2017,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Bennington Heights Clubhouse,Indoor recreational facilities,457 Heath Ave,East York,M4G 1B8,1432,Square feet,100,0,4355.0631210000001,kWh,2235.7509090000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4404.0159166742114,19.523282244047458,NA,BNHC,Indoor Recreational Facilities
Broadlands R.C & A.I.R,Indoor recreational facilities,19 Castlegrove Blvd,North York,M3A 1K9,10667,Square feet,100,0,368526.30718599999,kWh,22250.476060000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55535.953925117399,56.56890513285456,NA,BROAC,Indoor Recreational Facilities
Centennial R.C (Ice Galaxy),Indoor recreational facilities,1967 Ellesmere Rd,Scarborough,M1H 2W5,102376,Square feet,100,0,2364592.9732579999,kWh,256319.76517,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572053.44173308532,49.52826825161624,NA,CENTC,Indoor Recreational Facilities
Davisville Park/Tennis,Indoor recreational facilities,218 Davisville Ave,Toronto,M5J 3J5,2777,Square feet,100,0,36303.067740999999,kWh,6617.9181819999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13878.903429839578,38.230793462329245,NA,DVVP,Indoor Recreational Facilities
Dovercourt B&G Club,Indoor recreational facilities,155 Bartlett Ave,Toronto,M6H 3G1,23971,Square feet,100,0,114732.509032,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4130.3703251520001,4.7863246040682892,NA,DOVCC,Indoor Recreational Facilities
East York Clubhouse,Indoor recreational facilities,323-525 Cosburn Ave,Toronto,M4J 4Y7,1001,Square feet,100,0,14697.132727,kWh,2452.8290340000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5188.7115657714612,40.550541388999946,NA,EYCH,Indoor Recreational Facilities
East York Curling Club House,Indoor recreational facilities,901 Cosburn Ave,Toronto,M4C 2W7,17868,Square feet,100,0,330393.06363699998,kWh,44503.143624999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96436.327203908251,44.784134325079478,NA,EASCH,Indoor Recreational Facilities
Etobicoke Olympium,Indoor recreational facilities,590 Rathburn Rd,Etobicoke,M9C 3T3,139995,Square feet,100,0,2506567.087419,kWh,548030.77269699995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131324.993731848,59.230688864100507,NA,ETOBO,Indoor Recreational Facilities
Fairfield Senior Centre,Indoor recreational facilities,80 Lothian Ave,Etobicoke,M8Z 4K5,14316,Square feet,100,0,78740.246727000005,kWh,33809.842980999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67062.86949474788,30.431864111275864,NA,FAIRFC,Indoor Recreational Facilities
Flemingdon RC & Pool,Indoor recreational facilities,29 St. Dennis Dr,North York,M3C 1E3,34348,Square feet,100,0,728492.06891799998,kWh,76262.604017000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171101.02070610275,44.648311275344625,NA,FLEMRC,Indoor Recreational Facilities
George Webster Clubhouse,Indoor recreational facilities,30-40 Chapman Ave,Etobicoke,M9P 1E5,1302,Square feet,100,0,6705.0489080000007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.38176068800001,5.1498286065313241,NA,GGWC,Indoor Recreational Facilities
Gord & Irene Risk Arena & R.C,Indoor recreational facilities,2650 Finch Ave. W,North York,M9M 3A3,44304,Square feet,100,0,737833.58071799995,kWh,80523.172687999991,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179531.07482951469,35.840996211322526,NA,GIRCA,Indoor Recreational Facilities
Goulding Arena & R.C,Indoor recreational facilities,45 Goulding Ave,North York,M2M 1K8,43540,Square feet,100,0,707248.46561299998,kWh,85886.07342700001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188617.85959060566,37.067731859909053,NA,GOULA,Indoor Recreational Facilities
Grandravine Arena & R.C,Indoor recreational facilities,25 Grandravine Dr,North York,M3J 1B3,33637,Square feet,100,0,634993.12379300001,kWh,82534.074502999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179648.90844915208,44.780663983280633,NA,GRANA,Indoor Recreational Facilities
Horner Avenue Senior Centre,Indoor recreational facilities,320 Horner Ave,Etobicoke,M8W 2C2,4252,Square feet,100,0,25342.579166,kWh,4835.0926230000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10097.50995496287,17.964614080749747,NA,HORNC,Indoor Recreational Facilities
Islington Senior Centre,Indoor recreational facilities,4968 Dundas St W,Etobicoke,M9A 1B7,9967,Square feet,100,0,112515.618739,kWh,8348.0696970000008,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19909.306797297933,20.130887480394964,NA,ISLIC,Indoor Recreational Facilities
Jimmie Simpson R.C,Indoor recreational facilities,870 Queen St E,Toronto,M4M 3G9,43906,Square feet,100,0,1095405.3213220001,kWh,205192.904243,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429237.4998289767,74.285511414711834,NA,JIMMC,Indoor Recreational Facilities
John Booth Arena & R.C,Indoor recreational facilities,230 Gosford Blvd,North York,M3N 2H1,27007,Square feet,100,0,444853.45235500002,kWh,43665.249071000006,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98965.161292467994,33.540131673683241,NA,JOHNA,Indoor Recreational Facilities
Joseph J. Piccininni R.C,Indoor recreational facilities,1369 St Clair Ave W,Toronto,M6E 1C5,70030,Square feet,100,0,1117362.288472,kWh,170006.069969,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363183.87344440166,41.583295458325757,NA,JOSEC,Indoor Recreational Facilities
L'Amoreaux C.C,Indoor recreational facilities,2000 McNicoll Ave,Scarborough,M1V 5E9,25995,Square feet,100,0,439474.492424,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15821.081727263998,16.906186711587551,NA,LAMOC,Indoor Recreational Facilities
L'Amoreaux Park Yard,Indoor recreational facilities,3079 Birchmount Rd,Scarborough,M1W 2S4,1690,Square feet,100,0,52719.302187000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1897.8948787319998,31.194983343644445,NA,LAMSP,Indoor Recreational Facilities
L'Amoreaux Sports and Tennis,Indoor recreational facilities,200 Silver Springs Blvd,Scarborough,M1V 1M7,56253,Square feet,100,0,1069328.71579,kWh,117272.864243,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261277.92124222469,41.017425644273729,NA,LATSC,Indoor Recreational Facilities
Malvern R.C,Indoor recreational facilities,30 Sewells Rd,Scarborough,M1B 3G5,106466,Square feet,100,0,2533329.9828389999,kWh,201421.46193599998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473838.21640740382,43.766988062520909,NA,MALVC,Indoor Recreational Facilities
Markdale Rec & Daycare,Indoor recreational facilities,41 Markdale Ave,Toronto,M6C 1T3,1829,Square feet,100,0,5210.7255770000002,kWh,4553,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8836.8746907720015,29.128278222979063,NA,MARKDA,Indoor Recreational Facilities
Matty Eckler R.C,Indoor recreational facilities,953 Gerrard St E,Toronto,M4M 1Z4,47383,Square feet,100,0,550506.97580600006,kWh,118031.78558800001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244042.05389268373,37.915308959049533,NA,MATTC,Indoor Recreational Facilities
McCormick R.C,Indoor recreational facilities,66 Sheridan Ave,Toronto,M6K 2G9,43099,Square feet,100,0,1056331.176129,kWh,156606.78559099999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335532.2668600108,62.869067633411113,NA,MCCOC,Indoor Recreational Facilities
Milliken Park Rec Center,Indoor recreational facilities,4325 McCowan Rd.,Scarborough,M1V 4P1,17631,Square feet,100,0,321597.091097,kWh,60327.868387000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126181.74357559203,54.362460109755673,NA,MILI,Indoor Recreational Facilities
Oriole Arena & R.C,Indoor recreational facilities,2975 Don Mills Rd.,North York,M2J 3B7,64347,Square feet,100,0,1144864.6119670002,kWh,56942.238262999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149387.72663665048,27.134042633730534,NA,ORIOA,Indoor Recreational Facilities
Pelmo Park Tennis,Indoor recreational facilities,185 Pelmo Cres,Toronto,M9N 2P5,2573,Square feet,100,0,100163.804922,kWh,9005.2045500000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20712.994008781501,75.876368935219233,NA,PELMT,Indoor Recreational Facilities
Pleasantview Arena & R.C,Indoor recreational facilities,545 Van Horne Ave,North York,M2J 4S8,30559,Square feet,100,0,669516.091166,kWh,116826.205909,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246036.15438524421,62.267210798435492,NA,PLEAA,Indoor Recreational Facilities
Regent Park Aquatic Centre,Indoor recreational facilities,640 Dundas St E,Toronto,M5A 2B9,30505,Square feet,100,0,1077114.878613,kWh,24383.203382,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85096.66326281958,43.747801992896896,NA,RPAC,Indoor Recreational Facilities
Roding Arena & R.C,Indoor recreational facilities,600 Roding St.,North York,M3M 2A5,30494,Square feet,100,0,618094.28395000007,kWh,31346.137763999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81799.338671093166,31.121208633180114,NA,RODIA,Indoor Recreational Facilities
St Albans Boys Club,Indoor recreational facilities,843 Palmerston Ave,Toronto,M6G 2R8,23293,Square feet,100,0,293723.183563,kWh,78792.214848000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160254.81723286514,48.319836982772188,NA,SABC,Indoor Recreational Facilities
Stan Wadlow Clubhouse,Indoor recreational facilities,373 Cedarvale Ave,Toronto,M4C 4K7,10323,Square feet,100,0,81505.725000999999,kWh,30262.250459999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60423.100676393398,38.843070445770607,NA,SWLC,Indoor Recreational Facilities
Todmorden Mills Butler Building,Indoor recreational facilities,67 Pottery Rd,Toronto,M4K 2B9,17707,Square feet,100,0,335376.86248799996,kWh,21314.645161,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52564.785315468085,31.648026050317331,NA,TODM,Indoor Recreational Facilities
Topham Park Clubhouse,Indoor recreational facilities,1 Tiago Ave,East York,M4B 3J3,3283,Square feet,100,0,24199.583006000001,kWh,6624.7483869999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13456.153251516031,28.673616518909981,NA,TOPH,Indoor Recreational Facilities
Trace Manes Clubhouse,Indoor recreational facilities,110 Rumsey Rd,East York,M4G 1P2,6329,Square feet,100,0,84937.143939000001,kWh,18918.243818000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38996.535780420425,44.975925134008492,NA,TCMC,Indoor Recreational Facilities
Trinity Comm Rec Ctr,Indoor recreational facilities,155 Crawford St,Toronto,M6J 2V5,36909,Square feet,100,0,628900.04117600003,kWh,209104.84600699999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419874.7863933738,76.84764755468413,NA,CF155,Indoor Recreational Facilities
University Settlement House R.C,Indoor recreational facilities,23 Grange Rd,Toronto,M5T 1C6,47566,Square feet,100,0,601751.92512899998,kWh,126596.78348099999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262157.71291566489,40.747693131849893,NA,UNIVC,Indoor Recreational Facilities
W Acres Senior Ctr,Indoor recreational facilities,65 Hinton Rd,Etobicoke,M9W 6Z8,4994,Square feet,100,0,28462.277319999997,kWh,7010.751835,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14342.897136951151,20.519250346250249,NA,WACRC,Indoor Recreational Facilities
Whitlam Warehouse,Indoor recreational facilities,25 Whitlam Ave,Etobicoke,M8V 2K1,24865,Square feet,100,0,49540.670250000003,kWh,35039.245514000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68347.168439490662,16.868745674228123,NA,WHITWH,Indoor Recreational Facilities
Willowdale Lawn Bowling,Indoor recreational facilities,150 Beecroft Rd,North York,M2N 5Z5,2293,Square feet,100,0,52044.760910999998,kWh,11393.317879000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23517.383434353513,75.151052481552426,NA,WDLB,Indoor Recreational Facilities
Albion Arena,Indoor sports arenas,1501 Albion Rd,Etobicoke,M9V 1B2,32658,Square feet,100,0,389542.07064499997,kWh,44251.739908999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98088.102330948197,26.232413494705522,NA,ALBIA,Indoor Sports Arena
Amesbury Arena,Indoor sports arenas,155 Culford Rd,Toronto,M6M 4K6,26942,Square feet,100,0,815010.49606099993,kWh,97981.677333,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215475.1904709228,68.643076490767001,NA,AMESA,Indoor Sports Arena
Baycrest Arena,Indoor sports arenas,160 Neptune Dr,North York,M6A 1X4,27060,Square feet,100,0,413634.96752899996,kWh,60558.314811000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129932.88389435259,38.911144085024326,NA,BAYCA,Indoor Sports Arena
Bayview Arena,Indoor sports arenas,3230 Bayview Ave,North York,M2M 3R7,28417,Square feet,100,0,379363.72775799996,kWh,51546.046405999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111578.60309630213,32.498994617192089,NA,BAYVA,Indoor Sports Arena
Central Arena,Indoor sports arenas,50 Montgomery Rd,Etobicoke,M8X 1Z4,32001,Square feet,100,0,1554326.548645,kWh,202420.73583299998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440492.40340581175,115.34757415047214,NA,CTRLA,Indoor Sports Arena
Chris Tonks Arena,Indoor sports arenas,2801 Eglinton Ave,Toronto,M6M 5B4,23638,Square feet,100,0,521643.07936700003,kWh,53723.821507000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120837.75733584483,46.06117680803802,NA,CHRIA,Indoor Sports Arena
Cummer Arena,Indoor sports arenas,6000 Leslie St,North York,M2H 1J9,34348,Square feet,100,0,1491895.4920320001,kWh,197102.80364500001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428142.4627695221,104.01380964627009,NA,CUMMA,Indoor Sports Arena
Don MilIs Arena,Indoor sports arenas,1030 Don Mills Rd,North York,M3C 1W6,27857,Square feet,100,0,532795.44640500005,kWh,64553.288661999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141811.87300889479,43.589419767939333,NA,DONMA,Indoor Sports Arena
Downsview Arena,Indoor sports arenas,1633 Wilson Ave,North York,M3L 1A5,34218,Square feet,100,0,672507.91622600006,kWh,64862.449111000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147428.83093581159,39.664715862387958,NA,DOWNA,Indoor Sports Arena
East York Arena,Indoor sports arenas,888 Cosburn Ave,Toronto,M4C 2W6,30257,Square feet,100,0,864049.55177499994,kWh,72997.174171999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169777.78566670668,54.026041029344739,NA,EASTA,Indoor Sports Arena
Etobicoke Centennial Arena,Indoor sports arenas,56 Centennial Pk Rd,Etobicoke,M9C 5N3,72050,Square feet,100,0,1481887.1260159998,kWh,61126.024944999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169468.43486434303,29.523738255271429,NA,ETCEA,Indoor Sports Arena
Fenside Arena,Indoor sports arenas,30 Slidell Cres,North York,M3A 2C4,26307,Square feet,100,0,384340.25495600002,kWh,51410.954550000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111501.1254275055,35.240595555992272,NA,FENSA,Indoor Sports Arena
Flemingdon Arena,Indoor sports arenas,165 Grenoble Dr.,North York,M3C 3E7,25640,Square feet,100,0,440580.47077799996,kWh,25467.363635999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64240.992973680834,27.669065768713939,NA,FLEMA,Indoor Sports Arena
Forest Hill Memorial Arena,Indoor sports arenas,340 Chaplin Cres,Toronto,M5N 2N3,40666,Square feet,100,0,1168520.2256,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42066.728121599997,28.734694694198431,NA,FOREA,Indoor Sports Arena
George Bell Arena,Indoor sports arenas,215 Ryding Av,Toronto,M6N 3V4,41786,Square feet,100,0,698892.7733329999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25160.139839987994,16.725594347059353,NA,GEORA,Indoor Sports Arena
Habitant Arena,Indoor sports arenas,3383 Weston Rd,North York,M9M 2V9,26307,Square feet,100,0,355181.48484800005,kWh,60105.997107999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126969.29510062453,37.621425046690341,NA,HABIA,Indoor Sports Arena
Herbert Carnegie Centennial Arena,Indoor sports arenas,580 Finch Ave. W,North York,M2R 1N7,42270,Square feet,100,0,852791.9952580001,kWh,137210.7775,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291358.45373826299,54.442752486992873,NA,NYCEA,Indoor Sports Arena
Lambton Park Arena,Indoor sports arenas,4100 Dundas St W,Toronto,M6S 2T7,24854,Square feet,100,0,498311.870765,kWh,23495.847905000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62574.054654189458,30.029520082127551,NA,LAMBA,Indoor Sports Arena
Long Branch Arena,Indoor sports arenas,75 Arcadian Crcl,Etobicoke,M8W 2Z5,25629,Square feet,100,0,398481.63333300001,kWh,40318.323779999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90937.655301616207,32.155514341070713,NA,LONGA,Indoor Sports Arena
Mimico Arena,Indoor sports arenas,31 Drummond St,Etobicoke,M8V 1Y7,35607,Square feet,100,0,505880.32276499999,kWh,41157.969631,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96399.074947854388,26.409884113251945,NA,MIMIA,Indoor Sports Arena
Mitchell Field Arena,Indoor sports arenas,89 Church Ave,North York,M2N 6C9,30182,Square feet,100,0,897078.87502899999,kWh,64406.583107000006,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154647.38136358085,52.249906546113088,NA,MITCA,Indoor Sports Arena
Moss Park Arena,Indoor sports arenas,140 Sherbourne St,Toronto,M5A 2R6,22335,Square feet,100,0,895681.27845699992,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32244.526024451996,40.102306266502211,NA,MOSSA,Indoor Sports Arena
Phil White Arena,Indoor sports arenas,443 Arlington Ave,Toronto,M6C 3A4,25941,Square feet,100,0,881721.63971300004,kWh,21879.075854999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73305.44064065296,42.893381270067167,NA,CEDAA,Indoor Sports Arena
Pine Point Arena,Indoor sports arenas,15 Grierson Rd,Etobicoke,M9W 3R2,32001,Square feet,100,0,454190.87142899999,kWh,29735.567052999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72839.230746357571,24.002489031537124,NA,PINEA,Indoor Sports Arena
Scarborough Arena Gardens,Indoor sports arenas,75 Birchmount Rd,Scarborough,M1N 3J7,38320,Square feet,100,0,682087.89356999996,kWh,56054.051249999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131040.48478763251,33.242151050584965,NA,SCARA,Indoor Sports Arena
Victoria Village Arena,Indoor sports arenas,190 Bermondsey Ave.,North York,M4A 1Y1,33637,Square feet,100,0,733110.55121199996,kWh,70960.713212000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161195.33712533629,44.065403339897266,NA,VICTA,Indoor Sports Arena
York Mills Arena,Indoor sports arenas,2539 Bayview Ave,North York,M2L 1B1,23573,Square feet,100,0,518489.96603200003,kWh,34956.328631000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85071.826714176394,37.649738187309367,NA,YORKA,Indoor Sports Arena
Albion Comm Ctr & Pool,Indoor swimming pools,1485 Albion Rd,Etobicoke,M9V 1B2,20688,Square feet,100,0,411530.80620300001,kWh,160699.95107100002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320095.19907337602,101.89488620343309,NA,ALBIC,Indoor Swimming Pool
Douglas Snow Aquatic Center,Indoor swimming pools,5100 Yonge St,North York,M2N 5V7,40666,Square feet,100,0,738764.74903299997,kWh,185671.85077200001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379314.4891582487,66.366467416592982,NA,DSAC,Indoor Swimming Pool
Gus Ryder Pool and Health Club,Indoor swimming pools,1 Faustina Dr,Etobicoke,M8V 3L9,21097,Square feet,100,0,776641.43833299994,kWh,130144.144483,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275192.62161289831,101.93599135110685,NA,GUSR,Indoor Swimming Pool
Harrison Pool,Indoor swimming pools,15 Stephanie St,Toronto,M5T 1B1,15263,Square feet,100,0,238237.29905499998,kWh,97616.189656000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194017.04209358667,83.125716129752718,NA,HARRC,Indoor Swimming Pool
John Innes Community Recreation Centre,Indoor swimming pools,150 Sherbourne St,Toronto,M5A 2R6,28055,Square feet,100,0,93199.508499999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3355.1823059999997,3.3220423037349991,NA,JIP,Indoor Swimming Pool
Norseman Community School and Pool,Indoor swimming pools,105 Norseman St,Etobicoke,M8Z 2R1,19052,Square feet,100,0,368529.748441,kWh,94024.753666999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191884.95523753922,71.442731099881385,NA,NMP,Indoor Swimming Pool
S.H Armstrong R.C,Indoor swimming pools,56 Woodfield Rd,Toronto,M4L 2W6,18277,Square feet,100,0,221590.441379,kWh,27933.268736000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61041.807174735848,28.258239489583595,NA,SHARC,Indoor Swimming Pool
