operation_name,operation_type,city,electricity_quantity,ghg_emissions_kg,year
NW District Office & Garage,Ambulance Station,North York,155135.672001,33979.75176501258,2017
Station #10,Ambulance Station,Toronto,61059.502486,20288.18957798742,2017
Station #11,Ambulance Station,North York,32518.56625,21696.60837784335,2017
Station #12,Ambulance Station,Etobicoke,36345.747557,4281.461762052,2017
Station #13,Ambulance Station,Etobicoke,28377.286888000002,20146.451664053373,2017
Station #14,Ambulance Station,Etobicoke,57917.869565,12969.794959870349,2017
Station #18,Ambulance Station,Toronto,67472.79221,30373.230997798084,2017
Station #21,Ambulance Station,Scarborough,39517.039883,18034.86330057468,2017
Station #22,Ambulance Station,Scarborough,42799.235403000006,8275.40019171942,2017
Station #24,Ambulance Station,Scarborough,24869.98581,11254.09246226895,2017
Station #28,Ambulance Station,Toronto,40286.004148,21167.378687186552,2017
Station #30 & Garage & Office,Ambulance Station,Toronto,202466.186778,101126.51046538808,2017
Station #31,Ambulance Station,Etobicoke,40930.251701,11057.095832269231,2017
Station #32,Ambulance Station,Toronto,19951.862767,9422.025870311942,2017
Station #33,Ambulance Station,Toronto,32766.324838999997,13483.82959830009,2017
Station #34,Ambulance Station,Toronto,63845.014858999995,109597.49371881515,2017
Station #37,Ambulance Station,Toronto,50237.894072,12290.023963213862,2017
Station #38,Ambulance Station,Etobicoke,69599.42621399999,38170.02746137185,2017
Station #39,Ambulance Station,Etobicoke,41646.771455,1499.2837723799998,2017
Station #40,Ambulance Station,Toronto,164849.341926,39175.333342769045,2017
Station #41,Ambulance Station,Toronto,84957.880374,30355.130576256306,2017
Station #42,Ambulance Station,Scarborough,122124.681529,30386.68301414415,2017
Station #45,Ambulance Station,Toronto,85123.41123700001,24623.51054701986,2017
Station #46,Ambulance Station,Toronto,21069.711151,14902.305357720481,2017
Station #47,Ambulance Station,Scarborough,37819.173547,10285.3030765827,2017
Station #52,Ambulance Station,North York,696813.828836,136241.65737636655,2017
Station #54,Ambulance Station,North York,67467.104323,31784.804231151844,2017
Etobicoke Animal Centre,Other,Etobicoke,282291.979626,130893.827084766,2017
North York Animal Centre,Other,North York,338797.52623400005,28715.28192055512,2017
Scarborough Animal Centre,Other,Scarborough,345067.692645,128534.92020682014,2017
Albion Road Childcare Centre,Other,Etobicoke,55621.799108,32594.06077933494,2017
Ancaster Childcare Centre,Other,North York,149276.839164,33172.61202434181,2017
City Kids Childcare Centre,Other,Toronto,61221.500152,19145.848648997522,2017
Danforth Childcare Centre,Other,Toronto,124508.830929,20567.14544729037,2017
Davisville Childcare Centre,Other,Toronto,25142.365495000002,905.12515782,2017
Jesse Ketchum Childcare Centre,Other,Toronto,23860.897195,52779.52733685354,2017
Malvern Childcare Centre,Other,Scarborough,151143.717944,20036.328742644,2017
Regent Park Childcare Centre,Other,Toronto,305919.112399,11013.088046363999,2017
Thomas Berry Childcare Centre,Other,Etobicoke,118601.374485,44820.60732158637,2017
Willowridge Childcare Centre,Other,Etobicoke,72359.582836,40977.07762246584,2017
Woodbine Childcare Centre,Other,Toronto,49967.408234,1798.826696424,2017
Roselawn Comm Tower,Other,Toronto,57596.382383000004,2073.469765788,2017
St Clair Comm Tower,Other,Toronto,62278.518811999995,2242.0266772319997,2017
519 Church St Comm Ctr,Community centres,Toronto,466784.164728,16804.229930208,2017
Amesbury Community Center,Community centres,North York,268415.171068,81648.32320057864,2017
Ancaster C.C.,Community centres,North York,91837.753157,32775.0002959611,2017
Annette R.C,Community centres,Toronto,356478.09547,12833.211436919999,2017
Armour Height C.C,Community centres,Toronto,204597.124998,50719.12666631727,2017
Banbury C.C.,Community centres,North York,117133.05868,32617.33693029174,2017
Berner Trail C.C,Community centres,Scarborough,107053.085294,51112.98141979329,2017
Birchmount C.C,Community centres,Scarborough,1324707.215129,538290.120170967,2017
Birkdale C.C,Community centres,Scarborough,261155.84888300003,31801.87179032064,2017
Bocci Club,Community centres,Scarborough,6769.055047000001,243.685981692,2017
Burrows Hall Community Complex,Community centres,Scarborough,808200.936885,129119.2971480244,2017
Carmine Stefano Community Ctr,Community centres,North York,226287.99939399998,176795.58917554546,2017
Cecil Community Ctr,Community centres,Toronto,69242.495001,2492.729820036,2017
Cedar Brook C.C,Community centres,Scarborough,142581.126178,17511.99598482909,2017
Chapley C.C / Wilmington Park,Community centres,North York,336831.460602,53623.61398606836,2017
Commander Park C.C,Community centres,Scarborough,936822.397871,136860.92744932638,2017
Community Centre 55,Community centres,Toronto,57691.246520999994,2076.8848747559996,2017
Curran Hall C.C,Community centres,Scarborough,46991.463707999996,15891.03504532797,2017
Davenport C.C,Community centres,Toronto,8260.675626,7469.45211729852,2017
David Appleton Community Centre,Community centres,Toronto,59059.046872,17396.487151892612,2017
Don Montgomery,Community centres,Scarborough,1931331.729967,353105.31317447877,2017
Driftwood C.C,Community centres,North York,323755.398146,112492.5489119934,2017
Earl Bales C.C & Senior,Community centres,North York,328211.52375,88101.29447771997,2017
East Scar Boys/Girls Club,Community centres,Scarborough,332702.890387,75278.1278055191,2017
East York Community Centre,Community centres,Toronto,480046.9025,266667.8203880765,2017
Eastview Neighbourhood Comm Ctr,Community centres,Toronto,342962.81082400004,64426.75925098222,2017
Edithvale C.C,Community centres,North York,716315.5679680001,95293.33132758192,2017
Ellesmere C.C,Community centres,Scarborough,196439.017742,60403.31624591193,2017
Elmbank Community Centre,Community centres,Etobicoke,154935.198409,40932.129125430365,2017
Fairbank Memorial R.C.,Community centres,Toronto,258763.01671700002,84905.92913872449,2017
Fairmount Park C.R.C,Community centres,Toronto,8627.847218,310.602499848,2017
Falstaff C.C,Community centres,Toronto,127293.802558,51383.381948898874,2017
Flemingdon C.C,Community centres,North York,89213.013109,38932.23403629327,2017
Forest Hill C.C,Community centres,Toronto,543141.904903,88866.82182471131,2017
Frankland C.C,Community centres,Toronto,26445.860979,952.050995244,2017
Franklin Horner,Community centres,Etobicoke,345960.68580700003,127823.49745774743,2017
Glenlong C.C & A.I.R,Community centres,Toronto,379096.201773,90956.77160868673,2017
Harwood Hall Community Ctr,Community centres,Toronto,26376.96035,23175.51854165847,2017
Heron Park C.C,Community centres,Scarborough,1090733.855,264707.35045327136,2017
Jenner Jean-Marie C.C.,Community centres,Toronto,147637.274181,64357.05905648806,2017
John Innes C.C,Community centres,Toronto,442906.68395499996,157316.29600651396,2017
Lakeshore Community Ctr,Community centres,Etobicoke,126930.61306199999,4569.502070231999,2017
Lamp Senior Centre,Community centres,Etobicoke,444956.910293,94088.31246164793,2017
Lawrence Heights C.C.,Community centres,North York,213957.99473200002,76488.53944076292,2017
Ledbury Community Center,Community centres,Toronto,196534.23286699998,47868.42327425433,2017
Leslie Grove Park,Community centres,Scarborough,61310.5975,4203.93300376677,2017
Main Square Comm Ctr,Community centres,Toronto,568270.350726,185535.82992043596,2017
Masaryk-Cowan C.R.C,Community centres,Toronto,324867.28795,73243.04773468609,2017
McGregor Park C.C,Community centres,Scarborough,1039656.6304700001,107102.65517732897,2017
Mount Dennis Community Ctr,Community centres,Toronto,52765.719395,10880.582175293492,2017
New Tor Seniors Club,Community centres,Etobicoke,67207.256507,2419.461234252,2017
Niagara C.C,Community centres,Toronto,69120.44392199999,2488.3359811919995,2017
North Toronto Mem Rec Ctr,Community centres,Toronto,1506211.361322,342855.34873220965,2017
North York Memorial Hall,Community centres,North York,163594.31258,27461.33431266813,2017
Northwood C.C,Community centres,North York,352216.56947,106244.16241131916,2017
O'Connor C.C,Community centres,North York,213299.40340100002,75943.1029823446,2017
Oakdale Community Center,Community centres,North York,177573.77425000002,41843.90180476413,2017
Oakridge C.C,Community centres,Scarborough,277276.732527,63422.43406817199,2017
Ourland Community Ctr,Community centres,Etobicoke,224147.361103,53937.130080708004,2017
Port Union C.C,Community centres,Scarborough,423340.8,55855.87683321566,2017
Power House C.C.,Community centres,Etobicoke,357252.165,12861.077939999997,2017
Ralph Thornton Community Ctr,Community centres,Toronto,150226.070667,5408.138544011999,2017
Regent Park C.C,Community centres,Toronto,809998.376097,36237.194505066866,2017
Regent Park North R.C,Community centres,Toronto,32760.774316,1179.3878753759998,2017
Scadding Court Community Ctr,Community centres,Toronto,988592.842032,270304.49861943215,2017
Scarborough Village C.C,Community centres,Scarborough,1127534.244387,199503.34119136844,2017
Scott Westney House,Community centres,Scarborough,130031.95714400001,4681.1504571840005,2017
Seneca Village C.C,Community centres,North York,164435.489647,5919.677627292,2017
Sir Adam Beck C.C.,Community centres,Etobicoke,36388.996561,16660.59936524586,2017
St James Town C.C.,Community centres,Toronto,825809.715162,411058.54826963233,2017
St Lawrence C.C,Community centres,Toronto,928306.3669349999,542794.8145689407,2017
Stanley C.C,Community centres,North York,183317.54363000003,62745.5694630418,2017
Sunnybrook Park,Community centres,North York,537589.282658,143369.23249511837,2017
Sunshine Center for Seniors,Community centres,Toronto,52743.679835,1898.77247406,2017
Swansea Town Hall Comm Ctr,Community centres,Toronto,131501.285599,4734.046281563999,2017
Tall Pines C.C,Community centres,Scarborough,53144.352685000005,10541.123558460089,2017
Tam Heather C.C,Community centres,Scarborough,779316.245714,28055.384845703997,2017
Thistletown C.C,Community centres,Etobicoke,361948.298474,183412.3675856058,2017
Warden Hilltop C.C.,Community centres,Scarborough,445227.303871,55396.113294354174,2017
Waterfront Neighbourhood Centre,Community centres,Toronto,1229059.584552,182374.74501684526,2017
West Rouge C.C,Community centres,Scarborough,194845.91553800003,82695.72647650795,2017
West Scarborough N.C,Community centres,Scarborough,280102.801853,242953.76895772212,2017
Campbell House,Cultural facilities,Scarborough,27106.925715,975.8493257399999,2017
Casa Loma,Cultural facilities,Toronto,1279502.7757909999,69461.956899158,2017
Cedar Ridge Creative Centre,Cultural facilities,Scarborough,129967.60772399999,39507.70895711673,2017
Civic Garden Centre,Cultural facilities,North York,389917.283635,84761.12199991323,2017
Colborne Lodge,Cultural facilities,Toronto,176864.281913,27509.49035906337,2017
Dawes Crossing,Cultural facilities,East York,945.8073870000001,34.049065932,2017
Don Valley Brickwork,Cultural facilities,Toronto,203297.12147399999,32664.49864859631,2017
Edenbridge Centre,Cultural facilities,Etobicoke,8490.086071,305.643098556,2017
Edwards Gardens,Cultural facilities,North York,82381.08468,90352.40714386551,2017
Gibson House Museum,Cultural facilities,North York,68357.937548,2460.885751728,2017
Gzowski Monument,Cultural facilities,Toronto,2726.8073729999996,98.16506542799998,2017
Historic Fort York,Cultural facilities,Toronto,732628.352889,97729.48124116758,2017
Lakeshore Assembly Hall,Cultural facilities,Etobicoke,291442.88931,77839.87294303323,2017
Mackenzie House Museum,Cultural facilities,Toronto,39822.897274,16113.406797609901,2017
Maple Leaf Cottage,Cultural facilities,Toronto,9894.871191,6071.56794021144,2017
Montgomery's Inn,Cultural facilities,Etobicoke,266131.821714,9580.745581704,2017
Neilson Pk Creative Arts,Cultural facilities,Etobicoke,161642.162273,45747.61932989514,2017
Palaise Royale,Cultural facilities,Toronto,412637.331484,14854.943933424,2017
Riverdale Farm,Cultural facilities,Toronto,70039.381431,23738.615337217892,2017
Roundhouse Complex,Cultural facilities,Toronto,146896.883287,5288.2877983319995,2017
Spandina House Museum,Cultural facilities,Toronto,88622.949562,105069.07003677952,2017
St Lawrence Market South,Cultural facilities,Toronto,5005492.889968,561926.2041662723,2017
Temp - St Lawrence Market North,Cultural facilities,Toronto,125593.57035499999,53405.458073413225,2017
Time and Clock Monument,Cultural facilities,Toronto,18178.74798,654.43492728,2017
William Goodwin House,Cultural facilities,North York,25159.259082999997,11411.78834254761,2017
Zion Methodist Church,Cultural facilities,North York,11592.822161,13917.678183256141,2017
Zion School House,Cultural facilities,North York,19619.515552,7840.37106073104,2017
City Hall Eternal Flame,Other,Toronto,0,18674.2591010001,2017
Economic Development,Other,Toronto,459240.08691,16532.64312876,2017
Old City Hall - Cenotaph,Other,Toronto,9089.371972,327.217390992,2017
Fire Academy,Police Station,Toronto,850405.151064,387558.06831683347,2017
Fire Museum And Storage,Police Station,Scarborough,27162.980208999998,28952.792042967514,2017
Fire Station 111,Police Station,North York,97582.94791799999,54756.93165871473,2017
Fire Station 112,Police Station,North York,219120.39656199998,70881.87336221965,2017
Fire Station 113,Police Station,North York,85876.39399800001,36354.05563785549,2017
Fire Station 114,Police Station,North York,205237.391635,77655.73405435127,2017
Fire Station 115,Police Station,North York,128140.477468,32366.807517434103,2017
Fire Station 116,Police Station,North York,173794.064243,46646.832210175526,2017
Fire Station 121,Police Station,North York,123021.90293400001,11512.40994636231,2017
Fire Station 122,Police Station,North York,55011.332467,35373.1600616043,2017
Fire Station 123,Police Station,North York,52820.629961,35820.65331012303,2017
Fire Station 125,Police Station,North York,79939.04090200001,27129.080883444873,2017
Fire Station 131,Police Station,Toronto,76962.80258399999,34961.54045430795,2017
Fire Station 132,Police Station,Toronto,91107.25732899999,35840.55732240051,2017
Fire Station 133,Police Station,North York,105953.44164100001,38894.369852030344,2017
Fire Station 134,Police Station,Toronto,41916.379894,27638.943822370024,2017
Fire Station 135 - OLD,Police Station,Toronto,32630.093569,48794.831792941055,2017
Fire Station 141,Police Station,North York,174736.803459,81045.99323024259,2017
Fire Station 142,Police Station,North York,118466.893315,45530.58894192792,2017
Fire Station 143,Police Station,North York,77064.73621,39596.321687118754,2017
Fire Station 145,Police Station,North York,103644.674679,55985.280301906416,2017
Fire Station 146,Police Station,North York,58264.754103,31119.832855146782,2017
Fire Station 211,Police Station,Scarborough,128822.76875,25804.20599618004,2017
Fire Station 212,Police Station,Scarborough,203978.32533300002,103731.68728771365,2017
Fire Station 213,Police Station,Scarborough,53653.098494,27998.588031230884,2017
Fire Station 214,Police Station,Scarborough,49169.427833,35145.09486058813,2017
Fire Station 215,Police Station,Scarborough,55180.510686999995,26937.645775132143,2017
Fire Station 221,Police Station,Scarborough,140598.767294,52149.509622632526,2017
Fire Station 222,Police Station,Scarborough,56182.071190999995,31813.261591561593,2017
Fire Station 223,Police Station,Scarborough,45281.699946999994,25304.62973165436,2017
Fire Station 224,Police Station,Toronto,58792.835817,24223.75243881189,2017
Fire Station 225,Police Station,Scarborough,91962.359647,53065.87293191676,2017
Fire Station 226,Police Station,Toronto,51934.790813,55211.62246452091,2017
Fire Station 227,Police Station,Toronto,72581.926376,38925.41865807714,2017
Fire Station 231,Police Station,Scarborough,150342.81058,91695.57280297998,2017
